"casenum","date","weight_","hhcode","othersid","othersde","s7_4q2","s7_4q3","s7_4q4"
296,"6/17/99",1,230311,5,"Egg (4 Numbers)",12,120,15
318,"6/17/99",1,230351,1,"Tress (number)",3,1000,6
319,"6/17/99",1,230351,5,"Egg (4 Numbers)",6,60,1.79769313486232e+308
320,"6/17/99",1,230352,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
297,"6/17/99",1,230411,1,"Tress (number)",2,500,200
298,"6/17/99",1,230411,5,"Egg (4 Numbers)",50,400,20
299,"6/17/99",1,230411,6,"Other agri product (Kg)",1.79769313486232e+308,4000,400
313,"6/17/99",1,230441,5,"Egg (4 Numbers)",8,80,7
321,"6/17/99",1,230459,5,"Egg (4 Numbers)",25,250,8
300,"6/17/99",1,230511,5,"Egg (4 Numbers)",15,150,15
314,"6/17/99",1,230541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
301,"6/17/99",1,230611,1,"Tress (number)",2,350,1.79769313486232e+308
302,"6/17/99",1,230611,5,"Egg (4 Numbers)",15,150,15
303,"6/17/99",1,230612,5,"Egg (4 Numbers)",6,60,8
304,"6/17/99",1,230711,1,"Tress (number)",2,200,1.79769313486232e+308
305,"6/17/99",1,230711,5,"Egg (4 Numbers)",12,120,15
306,"6/17/99",1,230811,5,"Egg (4 Numbers)",12,120,10
307,"6/17/99",1,231011,5,"Egg (4 Numbers)",15,150,1.79769313486232e+308
308,"6/17/99",1,231111,5,"Egg (4 Numbers)",12,120,8
309,"6/17/99",1,231211,5,"Egg (4 Numbers)",15,150,10
310,"6/17/99",1,231212,5,"Egg (4 Numbers)",20,160,10
232,"9/06/99",1,240119,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
244,"9/08/99",1,240149,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
249,"9/08/99",1,240159,1,"Tress (number)",1,550,1.79769313486232e+308
250,"9/08/99",1,240159,4,"Milk (Litre)",210,2940,800
251,"9/08/99",1,240159,5,"Egg (4 Numbers)",15,150,1.79769313486232e+308
252,"9/08/99",1,240159,6,"Other agri product (Kg)",1.79769313486232e+308,1200,100
233,"9/08/99",1,240219,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
245,"9/08/99",1,240249,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
253,"9/08/99",1,240259,5,"Egg (4 Numbers)",5,50,1.79769313486232e+308
234,"9/08/99",1,240319,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
246,"9/08/99",1,240349,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
254,"9/08/99",1,240359,5,"Egg (4 Numbers)",15,150,1.79769313486232e+308
235,"9/08/99",1,240419,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
247,"9/08/99",1,240449,5,"Egg (4 Numbers)",5,50,1.79769313486232e+308
255,"9/08/99",1,240459,5,"Egg (4 Numbers)",5,50,1.79769313486232e+308
236,"9/08/99",1,240519,5,"Egg (4 Numbers)",8,80,1.79769313486232e+308
248,"9/08/99",1,240549,5,"Egg (4 Numbers)",15,150,1.79769313486232e+308
256,"9/08/99",1,240559,5,"Egg (4 Numbers)",5,50,1.79769313486232e+308
237,"9/08/99",1,240619,5,"Egg (4 Numbers)",3,30,1.79769313486232e+308
238,"9/08/99",1,240719,5,"Egg (4 Numbers)",5,50,1.79769313486232e+308
239,"9/08/99",1,240819,4,"Milk (Litre)",100,1200,200
240,"9/08/99",1,240819,5,"Egg (4 Numbers)",15,150,1.79769313486232e+308
241,"9/08/99",1,240919,1,"Tress (number)",2,1600,1.79769313486232e+308
242,"9/08/99",1,240919,5,"Egg (4 Numbers)",8,80,1.79769313486232e+308
243,"9/08/99",1,241019,5,"Egg (4 Numbers)",5,50,1.79769313486232e+308
451,"6/20/99",1,310111,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
471,"6/26/99",1,310141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
477,"6/26/99",1,310151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
452,"6/26/99",1,310211,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
472,"6/26/99",1,310241,1,"Tress (number)",26,30000,1.79769313486232e+308
473,"6/26/99",1,310241,2,"Fruit (Kg)",1.79769313486232e+308,5100,1.79769313486232e+308
478,"6/26/99",1,310251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
453,"6/26/99",1,310311,1,"Tress (number)",25,5000,1.79769313486232e+308
454,"6/26/99",1,310311,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
455,"6/26/99",1,310311,5,"Egg (4 Numbers)",4,48,1.79769313486232e+308
479,"6/26/99",1,310351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
474,"6/26/99",1,310441,1,"Tress (number)",30,4000,1.79769313486232e+308
475,"6/26/99",1,310441,2,"Fruit (Kg)",1.79769313486232e+308,1500,1.79769313486232e+308
480,"6/26/99",1,310459,1,"Tress (number)",1,300,1.79769313486232e+308
481,"6/26/99",1,310459,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
482,"6/26/99",1,310459,5,"Egg (4 Numbers)",3,42,1.79769313486232e+308
456,"6/26/99",1,310511,1,"Tress (number)",35,3000,1.79769313486232e+308
457,"6/26/99",1,310511,2,"Fruit (Kg)",1.79769313486232e+308,3500,1.79769313486232e+308
458,"6/26/99",1,310511,5,"Egg (4 Numbers)",6,72,1.79769313486232e+308
156,"9/11/99",1,310541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
459,"6/26/99",1,310611,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
476,"6/26/99",1,310641,5,"Egg (4 Numbers)",2,28,1.79769313486232e+308
460,"6/26/99",1,310711,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
461,"6/26/99",1,310811,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
462,"6/26/99",1,310911,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
463,"6/26/99",1,311011,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
464,"6/26/99",1,311111,4,"Milk (Litre)",20,400,1.79769313486232e+308
465,"6/26/99",1,311211,1,"Tress (number)",20,12000,1.79769313486232e+308
466,"6/26/99",1,311211,2,"Fruit (Kg)",1.79769313486232e+308,1700,1.79769313486232e+308
467,"6/26/99",1,311211,5,"Egg (4 Numbers)",15,210,1.79769313486232e+308
468,"6/26/99",1,311411,1,"Tress (number)",100,15000,1.79769313486232e+308
469,"6/26/99",1,311411,2,"Fruit (Kg)",1.79769313486232e+308,2500,1.79769313486232e+308
470,"6/26/99",1,311411,5,"Egg (4 Numbers)",10,120,1.79769313486232e+308
1,"7/07/99",1,320111,1,"Tress (number)",30,1800,1.79769313486232e+308
22,"7/12/99",1,320141,1,"Tress (number)",10,1500,1.79769313486232e+308
23,"7/12/99",1,320141,2,"Fruit (Kg)",1.79769313486232e+308,1200,1.79769313486232e+308
24,"7/12/99",1,320141,4,"Milk (Litre)",135,2700,360
25,"7/12/99",1,320141,5,"Egg (4 Numbers)",2,24,1.79769313486232e+308
26,"7/12/99",1,320142,5,"Egg (4 Numbers)",3,36,1.79769313486232e+308
38,"7/12/99",1,320151,5,"Egg (4 Numbers)",5,60,1.79769313486232e+308
39,"7/12/99",1,320152,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
40,"7/12/99",1,320153,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
41,"7/12/99",1,320154,1,"Tress (number)",80,50000,1.79769313486232e+308
42,"7/12/99",1,320154,2,"Fruit (Kg)",1.79769313486232e+308,6000,1.79769313486232e+308
43,"7/12/99",1,320154,5,"Egg (4 Numbers)",10,120,1.79769313486232e+308
2,"7/12/99",1,320211,5,"Egg (4 Numbers)",20,240,1.79769313486232e+308
27,"7/12/99",1,320241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"7/12/99",1,320251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
3,"7/12/99",1,320311,4,"Milk (Litre)",14,280,50
28,"7/12/99",1,320341,1,"Tress (number)",16,2200,1.79769313486232e+308
29,"7/12/99",1,320341,2,"Fruit (Kg)",1.79769313486232e+308,2500,1.79769313486232e+308
30,"7/12/99",1,320341,5,"Egg (4 Numbers)",600,6000,2000
4,"7/12/99",1,320411,1,"Tress (number)",2,300,1.79769313486232e+308
5,"7/12/99",1,320411,2,"Fruit (Kg)",30,150,1.79769313486232e+308
6,"7/12/99",1,320411,4,"Milk (Litre)",180,3600,1800
31,"7/12/99",1,320441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
32,"7/12/99",1,320442,5,"Egg (4 Numbers)",1,12,1.79769313486232e+308
33,"7/12/99",1,320443,5,"Egg (4 Numbers)",2,24,1.79769313486232e+308
45,"7/12/99",1,320459,1,"Tress (number)",30,6000,1.79769313486232e+308
46,"7/12/99",1,320459,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
47,"7/12/99",1,320459,5,"Egg (4 Numbers)",5,60,1.79769313486232e+308
7,"7/12/99",1,320511,1,"Tress (number)",5,2500,1.79769313486232e+308
8,"7/12/99",1,320511,2,"Fruit (Kg)",30,180,1.79769313486232e+308
9,"7/12/99",1,320511,5,"Egg (4 Numbers)",3,36,1.79769313486232e+308
34,"7/12/99",1,320541,1,"Tress (number)",100,50000,1.79769313486232e+308
35,"7/12/99",1,320541,2,"Fruit (Kg)",1.79769313486232e+308,5000,1.79769313486232e+308
10,"7/12/99",1,320611,1,"Tress (number)",3,250,1.79769313486232e+308
36,"7/12/99",1,320641,1,"Tress (number)",25,15000,1.79769313486232e+308
37,"7/12/99",1,320641,2,"Fruit (Kg)",1.79769313486232e+308,4000,1.79769313486232e+308
11,"7/12/99",1,320711,1,"Tress (number)",20,10000,1.79769313486232e+308
12,"7/12/99",1,320711,2,"Fruit (Kg)",1.79769313486232e+308,3000,1.79769313486232e+308
13,"7/12/99",1,321011,5,"Egg (4 Numbers)",4,48,1.79769313486232e+308
14,"7/12/99",1,321111,1,"Tress (number)",30,15000,1.79769313486232e+308
15,"7/12/99",1,321111,2,"Fruit (Kg)",1.79769313486232e+308,1200,1.79769313486232e+308
16,"7/12/99",1,321211,5,"Egg (4 Numbers)",6,72,1.79769313486232e+308
17,"7/12/99",1,321212,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"7/12/99",1,321311,1,"Tress (number)",1,300,1.79769313486232e+308
19,"7/12/99",1,321311,2,"Fruit (Kg)",30,150,1.79769313486232e+308
20,"7/12/99",1,321411,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
21,"7/12/99",1,321412,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1,"8/13/99",1,330111,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
17,"8/13/99",1,330141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
24,"8/13/99",1,330151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2,"8/13/99",1,330211,1,"Tress (number)",15,8000,1.79769313486232e+308
3,"8/13/99",1,330211,2,"Fruit (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
18,"8/13/99",1,330241,1,"Tress (number)",15,12000,1.79769313486232e+308
19,"8/13/99",1,330241,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
25,"8/13/99",1,330251,1,"Tress (number)",15,15000,1.79769313486232e+308
26,"8/13/99",1,330251,2,"Fruit (Kg)",20,400,1.79769313486232e+308
27,"8/13/99",1,330251,5,"Egg (4 Numbers)",12,144,1.79769313486232e+308
20,"8/13/99",1,330341,5,"Egg (4 Numbers)",5,60,1.79769313486232e+308
4,"8/13/99",1,330411,1,"Tress (number)",10,5000,1.79769313486232e+308
5,"8/13/99",1,330411,2,"Fruit (Kg)",1.79769313486232e+308,1500,1.79769313486232e+308
28,"8/13/99",1,330459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
6,"8/13/99",1,330511,1,"Tress (number)",2,1500,1.79769313486232e+308
7,"8/13/99",1,330511,2,"Fruit (Kg)",1.79769313486232e+308,1200,1.79769313486232e+308
21,"8/13/99",1,330541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"8/13/99",1,330611,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
22,"8/13/99",1,330641,1,"Tress (number)",15,3000,1.79769313486232e+308
23,"8/13/99",1,330641,5,"Egg (4 Numbers)",10,120,1.79769313486232e+308
9,"8/13/99",1,330731,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
10,"8/13/99",1,330811,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"8/13/99",1,330911,5,"Egg (4 Numbers)",5,60,1.79769313486232e+308
12,"8/13/99",1,331111,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"8/13/99",1,331211,5,"Egg (4 Numbers)",4,48,1.79769313486232e+308
14,"8/13/99",1,331311,5,"Egg (4 Numbers)",15,180,1.79769313486232e+308
15,"8/13/99",1,331411,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"8/13/99",1,331412,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
216,"6/26/99",1,410111,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
217,"6/26/99",1,410111,6,"Other agri product (Kg)",1.79769313486232e+308,250,30
243,"6/07/99",1,410141,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
244,"6/07/99",1,410141,6,"Other agri product (Kg)",50,400,1.79769313486232e+308
257,"6/07/99",1,410151,2,"Fruit (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
258,"6/07/99",1,410151,5,"Egg (4 Numbers)",30,240,1.79769313486232e+308
218,"6/26/99",1,410211,5,"Egg (4 Numbers)",6,66,1.79769313486232e+308
245,"6/07/99",1,410241,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
246,"6/07/99",1,410241,5,"Egg (4 Numbers)",10,80,1.79769313486232e+308
259,"6/07/99",1,410251,2,"Fruit (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
260,"6/07/99",1,410251,5,"Egg (4 Numbers)",30,240,1.79769313486232e+308
219,"6/26/99",1,410311,5,"Egg (4 Numbers)",80,960,1.79769313486232e+308
220,"6/26/99",1,410311,6,"Other agri product (Kg)",1.79769313486232e+308,100,1.79769313486232e+308
247,"6/07/99",1,410341,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
248,"6/07/99",1,410341,6,"Other agri product (Kg)",20,160,1.79769313486232e+308
249,"6/07/99",1,410342,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
250,"6/07/99",1,410343,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
251,"6/07/99",1,410343,5,"Egg (4 Numbers)",20,160,1.79769313486232e+308
252,"6/07/99",1,410344,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
261,"6/07/99",1,410351,1,"Tress (number)",1.79769313486232e+308,100,1.79769313486232e+308
262,"6/07/99",1,410351,5,"Egg (4 Numbers)",10,80,1.79769313486232e+308
263,"6/07/99",1,410351,6,"Other agri product (Kg)",1.79769313486232e+308,2500,1.79769313486232e+308
221,"6/26/99",1,410411,3,"Other forest product",1.79769313486232e+308,2000,1.79769313486232e+308
222,"6/26/99",1,410411,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
253,"6/07/99",1,410441,2,"Fruit (Kg)",1.79769313486232e+308,400,1.79769313486232e+308
254,"6/07/99",1,410441,5,"Egg (4 Numbers)",150,1200,1.79769313486232e+308
264,"6/07/99",1,410459,2,"Fruit (Kg)",1.79769313486232e+308,10000,1.79769313486232e+308
265,"6/07/99",1,410459,4,"Milk (Litre)",90,900,1.79769313486232e+308
266,"6/07/99",1,410459,5,"Egg (4 Numbers)",50,400,1.79769313486232e+308
223,"6/26/99",1,410511,2,"Fruit (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
224,"6/26/99",1,410511,4,"Milk (Litre)",30,300,1.79769313486232e+308
225,"6/26/99",1,410511,5,"Egg (4 Numbers)",50,500,1.79769313486232e+308
255,"6/07/99",1,410541,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
256,"6/07/99",1,410541,6,"Other agri product (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
226,"6/26/99",1,410611,3,"Other forest product",1.79769313486232e+308,300,1.79769313486232e+308
227,"6/26/99",1,410612,5,"Egg (4 Numbers)",4,32,1.79769313486232e+308
228,"6/26/99",1,410711,2,"Fruit (Kg)",1.79769313486232e+308,1500,1.79769313486232e+308
229,"6/26/99",1,410711,3,"Other forest product",1.79769313486232e+308,1500,1.79769313486232e+308
230,"6/26/99",1,410712,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
231,"6/26/99",1,410811,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
232,"6/26/99",1,410811,5,"Egg (4 Numbers)",20,160,1.79769313486232e+308
233,"6/26/99",1,410911,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
234,"6/26/99",1,410911,5,"Egg (4 Numbers)",30,240,1.79769313486232e+308
235,"6/26/99",1,411011,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
236,"6/26/99",1,411011,5,"Egg (4 Numbers)",40,320,1.79769313486232e+308
237,"6/26/99",1,411111,2,"Fruit (Kg)",1.79769313486232e+308,1500,1.79769313486232e+308
238,"6/26/99",1,411111,4,"Milk (Litre)",40,600,1.79769313486232e+308
239,"6/26/99",1,411111,5,"Egg (4 Numbers)",50,400,1.79769313486232e+308
240,"6/07/99",1,411211,1,"Tress (number)",1.79769313486232e+308,21000,1.79769313486232e+308
241,"6/07/99",1,411211,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
242,"6/07/99",1,411211,5,"Egg (4 Numbers)",120,960,1.79769313486232e+308
114,"6/22/99",1,420111,2,"Fruit (Kg)",50,500,1.79769313486232e+308
115,"6/22/99",1,420111,5,"Egg (4 Numbers)",10,80,1.79769313486232e+308
141,"6/22/99",1,420141,5,"Egg (4 Numbers)",37.5,600,1.79769313486232e+308
150,"6/22/99",1,420151,5,"Egg (4 Numbers)",20,160,1.79769313486232e+308
116,"6/22/99",1,420211,5,"Egg (4 Numbers)",10,80,1.79769313486232e+308
142,"6/22/99",1,420241,2,"Fruit (Kg)",1.79769313486232e+308,50,1.79769313486232e+308
143,"6/22/99",1,420241,5,"Egg (4 Numbers)",100,800,1.79769313486232e+308
151,"6/22/99",1,420251,5,"Egg (4 Numbers)",20,160,1.79769313486232e+308
117,"6/22/99",1,420311,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
118,"6/22/99",1,420311,3,"Other forest product",1.79769313486232e+308,400,1.79769313486232e+308
119,"6/22/99",1,420311,5,"Egg (4 Numbers)",10,80,1.79769313486232e+308
144,"6/22/99",1,420341,4,"Milk (Litre)",100,1000,1.79769313486232e+308
145,"6/22/99",1,420341,5,"Egg (4 Numbers)",10,80,1.79769313486232e+308
152,"6/22/99",1,420351,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
153,"6/22/99",1,420351,5,"Egg (4 Numbers)",10,80,1.79769313486232e+308
120,"6/22/99",1,420411,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
146,"6/22/99",1,420441,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
147,"6/22/99",1,420441,5,"Egg (4 Numbers)",50,400,1.79769313486232e+308
154,"6/22/99",1,420459,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
155,"6/22/99",1,420459,5,"Egg (4 Numbers)",100,800,1.79769313486232e+308
121,"6/22/99",1,420521,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
122,"6/22/99",1,420521,5,"Egg (4 Numbers)",20,160,1.79769313486232e+308
123,"6/22/99",1,420521,6,"Other agri product (Kg)",1.79769313486232e+308,3200,1.79769313486232e+308
124,"6/22/99",1,420522,4,"Milk (Litre)",60,600,1.79769313486232e+308
125,"6/22/99",1,420522,5,"Egg (4 Numbers)",22,176,1.79769313486232e+308
148,"6/22/99",1,420541,3,"Other forest product",1.79769313486232e+308,200,1.79769313486232e+308
149,"6/22/99",1,420541,5,"Egg (4 Numbers)",50,400,1.79769313486232e+308
126,"6/22/99",1,420611,1,"Tress (number)",15,1000,1.79769313486232e+308
127,"6/22/99",1,420711,1,"Tress (number)",5,4000,1.79769313486232e+308
128,"6/22/99",1,420711,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
129,"6/22/99",1,420711,5,"Egg (4 Numbers)",50,400,1.79769313486232e+308
130,"6/22/99",1,420821,4,"Milk (Litre)",150,1500,1.79769313486232e+308
131,"6/22/99",1,420821,5,"Egg (4 Numbers)",40,320,1.79769313486232e+308
132,"6/22/99",1,420921,5,"Egg (4 Numbers)",37.5,600,1.79769313486232e+308
133,"6/22/99",1,421021,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
134,"6/22/99",1,421121,5,"Egg (4 Numbers)",10,80,1.79769313486232e+308
135,"6/22/99",1,421121,6,"Other agri product (Kg)",1.79769313486232e+308,4000,1.79769313486232e+308
136,"6/22/99",1,421211,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
137,"6/22/99",1,421211,3,"Other forest product",1.79769313486232e+308,300,1.79769313486232e+308
138,"6/22/99",1,421211,5,"Egg (4 Numbers)",37.5,600,1.79769313486232e+308
139,"6/22/99",1,421212,1,"Tress (number)",30,900,1.79769313486232e+308
140,"6/22/99",1,421213,1,"Tress (number)",20,600,1.79769313486232e+308
1,"6/24/99",1,430111,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
2,"6/24/99",1,430111,5,"Egg (4 Numbers)",180,1800,1.79769313486232e+308
27,"6/24/99",1,430141,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
28,"6/24/99",1,430141,5,"Egg (4 Numbers)",50,400,1.79769313486232e+308
38,"6/24/99",1,430151,1,"Tress (number)",1.79769313486232e+308,500,1.79769313486232e+308
39,"6/24/99",1,430151,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
40,"6/24/99",1,430151,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
3,"6/24/99",1,430211,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
