"casenum","date","weight_","hhcode","misc","miscde","s7_6q2","s7_6q3","s7_6q4"
105,"8/8/95",1,130542,4,"Fish",1,5,650
106,"8/8/95",1,130542,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
107,"8/8/95",1,130542,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
30,"8/8/95",1,130611,1,"Fuel",1,6,1000
31,"8/8/95",1,130611,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
32,"8/8/95",1,130611,3,"Vegetables",1,3,300
33,"8/8/95",1,130611,4,"Fish",1,5,700
34,"8/8/95",1,130611,5,"Fodder",1,3,1500
35,"8/8/95",1,130611,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
36,"8/8/95",1,130711,1,"Fuel",1,6,850
37,"8/8/95",1,130711,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
38,"8/8/95",1,130711,3,"Vegetables",1,3,200
39,"8/8/95",1,130711,4,"Fish",1,5,250
40,"8/8/95",1,130711,5,"Fodder",1,3,1500
41,"8/8/95",1,130711,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
42,"8/8/95",1,130712,1,"Fuel",1,6,800
43,"8/8/95",1,130712,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
44,"8/8/95",1,130712,3,"Vegetables",1,3,125
45,"8/8/95",1,130712,4,"Fish",1,5,500
46,"8/8/95",1,130712,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
47,"8/8/95",1,130712,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
48,"8/8/95",1,130811,1,"Fuel",1,6,1200
49,"8/8/95",1,130811,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
50,"8/8/95",1,130811,3,"Vegetables",1,3,250
51,"8/8/95",1,130811,4,"Fish",1,5,200
52,"8/8/95",1,130811,5,"Fodder",1,3,1200
53,"8/8/95",1,130811,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
54,"8/8/95",1,130911,1,"Fuel",1,6,900
55,"8/8/95",1,130911,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
56,"8/8/95",1,130911,3,"Vegetables",1,6,150
57,"8/8/95",1,130911,4,"Fish",1,5,500
58,"8/8/95",1,130911,5,"Fodder",1,3,2000
59,"8/8/95",1,130911,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
60,"8/8/95",1,131011,1,"Fuel",1,6,1200
61,"8/8/95",1,131011,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
62,"8/8/95",1,131011,3,"Vegetables",1,3,325
63,"8/8/95",1,131011,4,"Fish",1,5,100
64,"8/8/95",1,131011,5,"Fodder",1,3,500
65,"8/8/95",1,131011,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
66,"8/8/95",1,131111,1,"Fuel",1,6,1200
67,"8/8/95",1,131111,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
68,"8/8/95",1,131111,3,"Vegetables",1,3,250
69,"8/8/95",1,131111,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
70,"8/8/95",1,131111,5,"Fodder",1,3,1000
71,"8/8/95",1,131111,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
72,"8/8/95",1,131211,1,"Fuel",1,6,1000
73,"8/8/95",1,131211,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
74,"8/8/95",1,131211,3,"Vegetables",1,3,300
75,"8/8/95",1,131211,4,"Fish",1,5,1050
76,"8/8/95",1,131211,5,"Fodder",1,3,1500
77,"8/8/95",1,131211,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
145,"6/18/99",1,210131,1,"Fuel",1,4,960
146,"6/18/99",1,210131,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
147,"6/18/99",1,210131,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
148,"6/18/99",1,210131,4,"Fish",1,5,150
149,"6/18/99",1,210131,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
150,"6/18/99",1,210131,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
222,"6/18/99",1,210141,1,"Fuel",1,4,1450
223,"6/18/99",1,210141,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
224,"6/18/99",1,210141,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
225,"6/18/99",1,210141,4,"Fish",1,5,250
226,"6/18/99",1,210141,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
227,"6/18/99",1,210141,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
252,"6/18/99",1,210151,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
253,"6/18/99",1,210151,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
254,"6/18/99",1,210151,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
255,"6/18/99",1,210151,4,"Fish",1,5,600
256,"6/18/99",1,210151,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
257,"6/18/99",1,210151,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
151,"6/18/99",1,210231,1,"Fuel",1,4,1440
152,"6/18/99",1,210231,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
153,"6/18/99",1,210231,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
154,"6/18/99",1,210231,4,"Fish",1,5,350
155,"6/18/99",1,210231,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
156,"6/18/99",1,210231,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
228,"6/18/99",1,210241,1,"Fuel",1,4,1440
229,"6/18/99",1,210241,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
230,"6/18/99",1,210241,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
231,"6/18/99",1,210241,4,"Fish",1,5,350
232,"6/18/99",1,210241,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
233,"6/18/99",1,210241,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
258,"6/18/99",1,210251,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
259,"6/18/99",1,210251,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
260,"6/18/99",1,210251,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
261,"6/18/99",1,210251,4,"Fish",1,5,300
262,"6/18/99",1,210251,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
263,"6/18/99",1,210251,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
157,"6/18/99",1,210331,1,"Fuel",1,4,1920
158,"6/18/99",1,210331,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
159,"6/18/99",1,210331,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
160,"6/18/99",1,210331,4,"Fish",1,5,180
161,"6/18/99",1,210331,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
162,"6/18/99",1,210331,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
163,"6/18/99",1,210332,1,"Fuel",1,4,720
164,"6/18/99",1,210332,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
165,"6/18/99",1,210332,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
166,"6/18/99",1,210332,4,"Fish",1,5,200
167,"6/18/99",1,210332,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
168,"6/18/99",1,210332,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
234,"6/18/99",1,210341,1,"Fuel",1,4,2160
235,"6/18/99",1,210341,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
236,"6/18/99",1,210341,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
237,"6/18/99",1,210341,4,"Fish",1,5,350
238,"6/18/99",1,210341,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
239,"6/18/99",1,210341,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
264,"6/18/99",1,210351,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
265,"6/18/99",1,210351,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
266,"6/18/99",1,210351,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
267,"6/18/99",1,210351,4,"Fish",1,5,250
268,"6/18/99",1,210351,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
269,"6/18/99",1,210351,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
169,"6/18/99",1,210411,1,"Fuel",1,4,1920
170,"6/18/99",1,210411,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
171,"6/18/99",1,210411,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
172,"6/18/99",1,210411,4,"Fish",1,5,450
173,"6/18/99",1,210411,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
174,"6/18/99",1,210411,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
240,"6/18/99",1,210441,1,"Fuel",1,4,1500
241,"6/18/99",1,210441,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
242,"6/18/99",1,210441,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
243,"6/18/99",1,210441,4,"Fish",1,5,180
244,"6/18/99",1,210441,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
245,"6/18/99",1,210441,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
270,"6/18/99",1,210459,1,"Fuel",1,4,1080
271,"6/18/99",1,210459,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
272,"6/18/99",1,210459,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
273,"6/18/99",1,210459,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
274,"6/18/99",1,210459,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
275,"6/18/99",1,210459,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
175,"6/18/99",1,210511,1,"Fuel",1,4,2160
176,"6/18/99",1,210511,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
177,"6/18/99",1,210511,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
178,"6/18/99",1,210511,4,"Fish",1,5,350
179,"6/18/99",1,210511,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
180,"6/18/99",1,210511,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
246,"6/18/99",1,210541,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
247,"6/18/99",1,210541,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
248,"6/18/99",1,210541,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
249,"6/18/99",1,210541,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
250,"6/18/99",1,210541,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
251,"6/18/99",1,210541,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
181,"6/18/99",1,210611,1,"Fuel",1,4,2160
182,"6/18/99",1,210611,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
183,"6/18/99",1,210611,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
184,"6/18/99",1,210611,4,"Fish",1,5,100
185,"6/18/99",1,210611,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
186,"6/18/99",1,210611,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
187,"6/18/99",1,210731,1,"Fuel",1,4,1440
188,"6/18/99",1,210731,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
189,"6/18/99",1,210731,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
190,"6/18/99",1,210731,4,"Fish",1,5,350
191,"6/18/99",1,210731,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
192,"6/18/99",1,210731,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
193,"6/18/99",1,210811,1,"Fuel",1,4,360
194,"6/18/99",1,210811,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
195,"6/18/99",1,210811,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
196,"6/18/99",1,210811,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
197,"6/18/99",1,210811,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
198,"6/18/99",1,210811,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
199,"6/18/99",1,210931,1,"Fuel",1,4,1440
200,"6/18/99",1,210931,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
201,"6/18/99",1,210931,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
202,"6/18/99",1,210931,4,"Fish",1,5,300
203,"6/18/99",1,210931,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
204,"6/18/99",1,210931,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
205,"6/18/99",1,211031,1,"Fuel",1,4,2160
206,"6/18/99",1,211031,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
207,"6/18/99",1,211031,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
208,"6/18/99",1,211031,4,"Fish",1,5,350
209,"6/18/99",1,211031,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
210,"6/18/99",1,211131,1,"Fuel",1,4,1560
211,"6/18/99",1,211131,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
212,"6/18/99",1,211131,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
213,"6/18/99",1,211131,4,"Fish",1,5,200
214,"6/18/99",1,211131,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
215,"6/18/99",1,211131,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
216,"6/18/99",1,211231,1,"Fuel",1,4,1680
217,"6/18/99",1,211231,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
218,"6/18/99",1,211231,3,"Vegetables",1,6,200
219,"6/18/99",1,211231,4,"Fish",1,5,350
220,"6/18/99",1,211231,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
221,"6/18/99",1,211231,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
145,"7/29/99",1,220111,1,"Fuel",1,4,1200
146,"8/04/99",1,220111,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
147,"8/04/99",1,220111,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
148,"8/04/99",1,220111,4,"Fish",1,5,400
149,"8/04/99",1,220111,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
150,"8/04/99",1,220111,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
223,"8/04/99",1,220141,1,"Fuel",1,4,480
224,"8/04/99",1,220141,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
225,"8/04/99",1,220141,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
226,"8/04/99",1,220141,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
227,"8/04/99",1,220141,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
228,"8/04/99",1,220141,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
253,"8/04/99",1,220151,1,"Fuel",1,4,2400
254,"8/04/99",1,220151,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
255,"8/04/99",1,220151,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
256,"8/04/99",1,220151,4,"Fish",1,5,600
257,"8/04/99",1,220151,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
258,"8/04/99",1,220151,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
151,"8/04/99",1,220211,1,"Fuel",1,4,1200
152,"8/04/99",1,220211,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
153,"8/04/99",1,220211,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
154,"8/04/99",1,220211,4,"Fish",1,5,1500
155,"8/04/99",1,220211,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
156,"8/04/99",1,220211,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
229,"8/04/99",1,220241,1,"Fuel",1,4,480
230,"8/04/99",1,220241,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
231,"8/04/99",1,220241,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
232,"8/04/99",1,220241,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
233,"8/04/99",1,220241,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
234,"8/04/99",1,220241,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
259,"8/04/99",1,220251,1,"Fuel",1,4,1200
260,"8/04/99",1,220251,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
261,"8/04/99",1,220251,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
262,"8/04/99",1,220251,4,"Fish",1,5,550
263,"8/04/99",1,220251,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
264,"8/04/99",1,220251,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
157,"8/04/99",1,220311,1,"Fuel",1,4,900
158,"8/04/99",1,220311,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
159,"8/04/99",1,220311,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
160,"8/04/99",1,220311,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
161,"8/04/99",1,220311,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
162,"8/04/99",1,220311,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
235,"8/04/99",1,220341,1,"Fuel",1,4,420
236,"8/04/99",1,220341,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
237,"8/04/99",1,220341,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
238,"8/04/99",1,220341,4,"Fish",1,5,2000
239,"8/04/99",1,220341,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
240,"8/04/99",1,220341,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
265,"8/04/99",1,220351,1,"Fuel",1,4,2160
266,"8/04/99",1,220351,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
267,"8/04/99",1,220351,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
268,"8/04/99",1,220351,4,"Fish",1,5,450
269,"8/04/99",1,220351,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
270,"8/04/99",1,220351,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
163,"8/04/99",1,220411,1,"Fuel",1,4,480
164,"8/04/99",1,220411,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
165,"8/04/99",1,220411,3,"Vegetables",1,4,120
166,"8/04/99",1,220411,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
167,"8/04/99",1,220411,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
168,"8/04/99",1,220411,6,"Crops collected",1,3,650
169,"8/04/99",1,220412,1,"Fuel",1,4,480
170,"8/04/99",1,220412,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
171,"8/04/99",1,220412,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
172,"8/04/99",1,220412,4,"Fish",1,5,150
173,"8/04/99",1,220412,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
174,"8/04/99",1,220412,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
241,"8/04/99",1,220441,1,"Fuel",1,4,480
242,"8/04/99",1,220441,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
243,"8/04/99",1,220441,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
244,"8/04/99",1,220441,4,"Fish",1,5,150
245,"8/04/99",1,220441,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
246,"8/04/99",1,220441,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
271,"8/04/99",1,220459,1,"Fuel",1,4,2400
272,"8/04/99",1,220459,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
273,"8/04/99",1,220459,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
274,"8/04/99",1,220459,4,"Fish",1,5,1500
275,"8/04/99",1,220459,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
276,"8/04/99",1,220459,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
175,"8/04/99",1,220511,1,"Fuel",1,4,960
176,"8/04/99",1,220511,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
177,"8/04/99",1,220511,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
178,"8/04/99",1,220511,4,"Fish",1,5,350
179,"8/04/99",1,220511,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
180,"8/04/99",1,220511,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
247,"8/04/99",1,220541,1,"Fuel",1,4,600
248,"8/04/99",1,220541,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
249,"8/04/99",1,220541,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
250,"8/04/99",1,220541,4,"Fish",1,5,450
251,"8/04/99",1,220541,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
252,"8/04/99",1,220541,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
181,"8/04/99",1,220611,1,"Fuel",1,4,960
182,"8/04/99",1,220611,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
183,"8/04/99",1,220611,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
184,"8/04/99",1,220611,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
185,"8/04/99",1,220611,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
186,"8/04/99",1,220611,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
187,"8/04/99",1,220711,1,"Fuel",1,4,480
188,"8/04/99",1,220711,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
189,"8/04/99",1,220711,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
190,"8/04/99",1,220711,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
191,"8/04/99",1,220711,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
192,"8/04/99",1,220711,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
193,"8/04/99",1,220911,1,"Fuel",1,4,480
194,"8/04/99",1,220911,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
195,"8/04/99",1,220911,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
196,"8/04/99",1,220911,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
197,"8/04/99",1,220911,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
198,"8/04/99",1,220911,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
199,"8/04/99",1,221011,1,"Fuel",1,4,480
200,"8/04/99",1,221011,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
201,"8/04/99",1,221011,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
